                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    168,                 1.1678,                 1.0296,                 1.2115,                0.68056,                0.54152,                0.60487,                0.40808,                      0,                    inf,                      0,               0.004489,               0.004489,               0.004489
                    169,                 1.1651,                 1.0288,                 1.2124,                0.68886,                 0.5349,                0.60507,                0.40864,                      0,                    inf,                      0,               0.004456,               0.004456,               0.004456
                    170,                 1.1676,                 1.0283,                  1.212,                0.68488,                0.53779,                0.60521,                0.40904,                      0,                    inf,                      0,               0.004423,               0.004423,               0.004423
                    171,                 1.1658,                 1.0289,                 1.2113,                0.68831,                0.53654,                0.60529,                0.40881,                      0,                    inf,                      0,                0.00439,                0.00439,                0.00439
                    172,                 1.1656,                 1.0248,                 1.2111,                0.68985,                0.53945,                  0.606,                0.40875,                      0,                    inf,                      0,               0.004357,               0.004357,               0.004357
                    173,                 1.1637,                 1.0246,                 1.2107,                 0.7029,                0.53413,                 0.6063,                0.40873,                      0,                    inf,                      0,               0.004324,               0.004324,               0.004324
                    174,                 1.1623,                 1.0237,                 1.2121,                0.69875,                0.53514,                0.60635,                0.40798,                      0,                    inf,                      0,               0.004291,               0.004291,               0.004291
                    175,                  1.165,                 1.0247,                 1.2103,                0.70237,                0.53155,                0.60763,                0.40923,                      0,                    inf,                      0,               0.004258,               0.004258,               0.004258
                    176,                 1.1612,                 1.0232,                 1.2098,                0.69732,                0.53914,                0.60747,                0.40959,                      0,                    inf,                      0,               0.004225,               0.004225,               0.004225
                    177,                 1.1644,                 1.0254,                 1.2109,                0.70064,                0.53796,                  0.608,                0.41032,                      0,                    inf,                      0,               0.004192,               0.004192,               0.004192
                    178,                 1.1617,                 1.0194,                  1.209,                0.69997,                0.53681,                0.60875,                0.41134,                      0,                    inf,                      0,               0.004159,               0.004159,               0.004159
                    179,                 1.1627,                  1.024,                 1.2082,                0.69763,                0.54063,                0.60871,                0.41124,                      0,                    inf,                      0,               0.004126,               0.004126,               0.004126
                    180,                 1.1619,                 1.0212,                 1.2101,                0.68649,                0.55061,                0.60948,                0.41162,                      0,                    inf,                      0,               0.004093,               0.004093,               0.004093
                    181,                  1.161,                 1.0189,                  1.206,                0.69438,                0.54618,                0.61047,                0.41225,                      0,                    inf,                      0,                0.00406,                0.00406,                0.00406
                    182,                 1.1579,                 1.0189,                 1.2085,                0.69239,                0.54377,                0.60998,                0.41181,                      0,                    inf,                      0,               0.004027,               0.004027,               0.004027
                    183,                 1.1588,                 1.0171,                 1.2045,                0.69735,                0.53913,                0.61002,                0.41192,                      0,                    inf,                      0,               0.003994,               0.003994,               0.003994
                    184,                 1.1585,                 1.0162,                 1.2059,                0.69534,                0.53959,                0.60979,                0.41126,                      0,                    inf,                      0,               0.003961,               0.003961,               0.003961
                    185,                 1.1582,                 1.0175,                 1.2049,                 0.6995,                0.53885,                 0.6091,                 0.4114,                      0,                    inf,                      0,               0.003928,               0.003928,               0.003928
                    186,                 1.1578,                  1.018,                 1.2055,                0.70698,                0.53632,                0.60871,                0.41127,                      0,                    inf,                      0,               0.003895,               0.003895,               0.003895
                    187,                 1.1562,                 1.0148,                 1.2053,                0.71305,                0.53645,                0.60924,                0.41174,                      0,                    inf,                      0,               0.003862,               0.003862,               0.003862
                    188,                 1.1553,                 1.0127,                 1.2038,                0.71967,                0.53451,                0.60995,                0.41256,                      0,                    inf,                      0,               0.003829,               0.003829,               0.003829
                    189,                  1.157,                 1.0127,                 1.2053,                0.72272,                 0.5319,                0.61111,                0.41224,                      0,                    inf,                      0,               0.003796,               0.003796,               0.003796
                    190,                  1.155,                 1.0125,                 1.2055,                 0.7216,                0.53367,                0.61205,                0.41226,                      0,                    inf,                      0,               0.003763,               0.003763,               0.003763
                    191,                 1.1542,                 1.0111,                 1.2028,                0.72545,                0.53326,                0.61206,                0.41251,                      0,                    inf,                      0,                0.00373,                0.00373,                0.00373
                    192,                 1.1546,                 1.0118,                 1.2026,                 0.7285,                0.52997,                0.61121,                0.41228,                      0,                    inf,                      0,               0.003697,               0.003697,               0.003697
                    193,                 1.1537,                 1.0097,                 1.2009,                0.72402,                0.53462,                 0.6118,                0.41204,                      0,                    inf,                      0,               0.003664,               0.003664,               0.003664
                    194,                 1.1496,                 1.0048,                 1.2001,                0.72056,                0.53869,                0.61216,                0.41186,                      0,                    inf,                      0,               0.003631,               0.003631,               0.003631
                    195,                 1.1501,                 1.0037,                 1.2006,                0.71426,                0.53911,                0.61201,                0.41138,                      0,                    inf,                      0,               0.003598,               0.003598,               0.003598
                    196,                  1.152,                 1.0059,                  1.202,                0.70734,                0.54227,                0.61212,                 0.4123,                      0,                    inf,                      0,               0.003565,               0.003565,               0.003565
                    197,                 1.1475,                 1.0025,                 1.1993,                0.71232,                0.53975,                0.61268,                0.41247,                      0,                    inf,                      0,               0.003532,               0.003532,               0.003532
                    198,                 1.1503,                 1.0049,                 1.2015,                 0.7151,                0.54244,                0.61313,                0.41325,                      0,                    inf,                      0,               0.003499,               0.003499,               0.003499
                    199,                 1.1505,                 1.0047,                 1.1989,                0.70981,                0.54625,                0.61276,                 0.4138,                      0,                    inf,                      0,               0.003466,               0.003466,               0.003466
                    200,                 1.1474,                 1.0013,                 1.1982,                0.72405,                0.54133,                0.61405,                0.41385,                      0,                    inf,                      0,               0.003433,               0.003433,               0.003433
                    201,                 1.1476,                 1.0013,                 1.2005,                0.71894,                0.54475,                0.61412,                0.41428,                      0,                    inf,                      0,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.1449,                 1.0037,                 1.1988,                  0.708,                0.54984,                0.61427,                0.41446,                      0,                    inf,                      0,               0.003367,               0.003367,               0.003367
                    203,                 1.1467,                0.99834,                 1.1974,                0.70661,                0.55119,                0.61495,                 0.4145,                      0,                    inf,                      0,               0.003334,               0.003334,               0.003334
                    204,                 1.1454,                0.99725,                 1.1972,                0.70157,                0.55085,                0.61476,                0.41456,                      0,                    inf,                      0,               0.003301,               0.003301,               0.003301
                    205,                 1.1439,                0.99799,                 1.1981,                0.70589,                0.54545,                0.61472,                0.41497,                      0,                    inf,                      0,               0.003268,               0.003268,               0.003268
                    206,                 1.1454,                0.99727,                 1.1947,                0.70293,                0.54892,                0.61484,                0.41512,                      0,                    inf,                      0,               0.003235,               0.003235,               0.003235
                    207,                 1.1434,                 0.9965,                 1.1958,                0.70564,                0.54712,                0.61453,                0.41475,                      0,                    inf,                      0,               0.003202,               0.003202,               0.003202
                    208,                  1.142,                0.99492,                 1.1962,                0.71285,                0.53841,                0.61476,                0.41489,                      0,                    inf,                      0,               0.003169,               0.003169,               0.003169
                    209,                 1.1438,                0.99232,                 1.1955,                0.70409,                0.54224,                0.61384,                0.41486,                      0,                    inf,                      0,               0.003136,               0.003136,               0.003136
                    210,                 1.1413,                0.99151,                 1.1932,                0.70154,                0.54395,                0.61465,                0.41527,                      0,                    inf,                      0,               0.003103,               0.003103,               0.003103
                    211,                 1.1436,                0.99166,                 1.1925,                0.70612,                0.54188,                0.61555,                0.41593,                      0,                    inf,                      0,                0.00307,                0.00307,                0.00307
                    212,                 1.1404,                0.99136,                 1.1938,                  0.706,                0.54122,                0.61586,                0.41664,                      0,                    inf,                      0,               0.003037,               0.003037,               0.003037
                    213,                 1.1435,                0.99089,                 1.1948,                0.71097,                0.54062,                0.61601,                0.41639,                      0,                    inf,                      0,               0.003004,               0.003004,               0.003004
                    214,                 1.1386,                0.98844,                 1.1902,                0.71762,                0.54059,                0.61645,                0.41688,                      0,                    inf,                      0,               0.002971,               0.002971,               0.002971
                    215,                 1.1405,                0.98774,                 1.1925,                0.71009,                0.54328,                0.61683,                 0.4166,                      0,                    inf,                      0,               0.002938,               0.002938,               0.002938
                    216,                  1.138,                0.98499,                 1.1922,                0.71385,                 0.5403,                0.61746,                0.41702,                      0,                    inf,                      0,               0.002905,               0.002905,               0.002905
                    217,                 1.1389,                0.98664,                 1.1923,                0.71041,                  0.544,                0.61704,                0.41627,                      0,                    inf,                      0,               0.002872,               0.002872,               0.002872
                    218,                 1.1345,                0.98475,                 1.1909,                0.71236,                0.54243,                0.61731,                0.41657,                      0,                    inf,                      0,               0.002839,               0.002839,               0.002839
                    219,                 1.1346,                0.98456,                 1.1884,                0.71005,                0.54334,                0.61845,                0.41635,                      0,                    inf,                      0,               0.002806,               0.002806,               0.002806
                    220,                 1.1366,                0.98249,                 1.1894,                0.70827,                0.54825,                0.61935,                0.41699,                      0,                    inf,                      0,               0.002773,               0.002773,               0.002773
                    221,                 1.1319,                0.98086,                 1.1891,                0.71199,                 0.5454,                0.61975,                0.41738,                      0,                    inf,                      0,                0.00274,                0.00274,                0.00274
                    222,                 1.1334,                0.98047,                 1.1871,                 0.7108,                0.54515,                0.61978,                0.41715,                      0,                    inf,                      0,               0.002707,               0.002707,               0.002707
                    223,                 1.1341,                0.97808,                 1.1872,                0.71296,                0.54659,                0.62044,                0.41781,                      0,                    inf,                      0,               0.002674,               0.002674,               0.002674
                    224,                 1.1338,                0.97828,                 1.1868,                0.71837,                0.54299,                0.62005,                0.41865,                      0,                    inf,                      0,               0.002641,               0.002641,               0.002641
                    225,                 1.1319,                0.97773,                 1.1869,                0.71899,                0.54119,                0.62026,                0.41893,                      0,                    inf,                      0,               0.002608,               0.002608,               0.002608
                    226,                 1.1288,                0.97426,                 1.1861,                0.72107,                0.53886,                0.62057,                 0.4188,                      0,                    inf,                      0,               0.002575,               0.002575,               0.002575
                    227,                 1.1317,                0.97684,                 1.1855,                0.71476,                0.54599,                0.62067,                0.41923,                      0,                    inf,                      0,               0.002542,               0.002542,               0.002542
                    228,                 1.1286,                0.97192,                 1.1833,                 0.7119,                0.54734,                0.61978,                0.41885,                      0,                    inf,                      0,               0.002509,               0.002509,               0.002509
                    229,                 1.1319,                0.97401,                 1.1853,                0.71787,                0.54252,                0.61961,                 0.4189,                      0,                    inf,                      0,               0.002476,               0.002476,               0.002476
                    230,                 1.1286,                0.97062,                 1.1823,                0.72021,                0.54166,                0.61914,                0.41839,                      0,                    inf,                      0,               0.002443,               0.002443,               0.002443
                    231,                 1.1268,                0.97017,                 1.1834,                0.71745,                0.54062,                 0.6189,                0.41868,                      0,                    inf,                      0,                0.00241,                0.00241,                0.00241
                    232,                 1.1263,                0.97021,                  1.183,                0.72116,                0.54078,                0.61847,                0.41892,                      0,                    inf,                      0,               0.002377,               0.002377,               0.002377
                    233,                 1.1239,                0.96538,                 1.1815,                 0.7117,                0.54508,                0.61869,                0.41911,                      0,                    inf,                      0,               0.002344,               0.002344,               0.002344
                    234,                 1.1258,                0.96773,                  1.182,                0.71031,                0.54568,                0.61898,                0.41896,                      0,                    inf,                      0,               0.002311,               0.002311,               0.002311
                    235,                 1.1244,                0.96343,                 1.1809,                0.71608,                0.54239,                0.62046,                0.42034,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
                    236,                 1.1225,                0.96334,                 1.1794,                0.71547,                0.54396,                0.62055,                0.42019,                      0,                    inf,                      0,               0.002245,               0.002245,               0.002245
                    237,                 1.1206,                0.96399,                  1.181,                0.71652,                0.54302,                0.62039,                 0.4193,                      0,                    inf,                      0,               0.002212,               0.002212,               0.002212
                    238,                 1.1204,                0.95861,                 1.1785,                0.71441,                0.54839,                0.62087,                0.41966,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
                    239,                 1.1212,                0.96189,                 1.1794,                0.70824,                0.54852,                0.62128,                0.41917,                      0,                    inf,                      0,               0.002146,               0.002146,               0.002146
                    240,                 1.1193,                0.95844,                 1.1792,                0.70897,                0.54782,                0.62065,                0.41901,                      0,                    inf,                      0,               0.002113,               0.002113,               0.002113
                    241,                 1.1185,                0.96133,                 1.1781,                0.71242,                0.54793,                 0.6206,                0.41924,                      0,                    inf,                      0,                0.00208,                0.00208,                0.00208
                    242,                  1.118,                0.95652,                 1.1773,                0.71837,                0.54252,                0.62084,                0.41966,                      0,                    inf,                      0,               0.002047,               0.002047,               0.002047
                    243,                 1.1192,                0.95458,                 1.1774,                0.71326,                 0.5438,                0.62136,                0.41972,                      0,                    inf,                      0,               0.002014,               0.002014,               0.002014
                    244,                 1.1159,                0.95171,                 1.1763,                   0.72,                0.54039,                0.62168,                0.41989,                      0,                    inf,                      0,               0.001981,               0.001981,               0.001981
                    245,                  1.113,                0.95253,                  1.175,                0.71522,                0.53893,                0.62108,                0.41955,                      0,                    inf,                      0,               0.001948,               0.001948,               0.001948
                    246,                 1.1143,                0.95196,                 1.1742,                0.72587,                 0.5351,                0.62055,                0.41914,                      0,                    inf,                      0,               0.001915,               0.001915,               0.001915
                    247,                 1.1126,                 0.9491,                 1.1742,                0.72075,                 0.5373,                0.62105,                0.41938,                      0,                    inf,                      0,               0.001882,               0.001882,               0.001882
                    248,                 1.1136,                0.94993,                 1.1751,                0.72771,                0.53437,                0.62067,                0.41955,                      0,                    inf,                      0,               0.001849,               0.001849,               0.001849
                    249,                 1.1131,                0.95024,                 1.1741,                0.72946,                0.53442,                0.62151,                0.42012,                      0,                    inf,                      0,               0.001816,               0.001816,               0.001816
                    250,                 1.1112,                0.94519,                 1.1726,                0.72738,                0.53669,                0.62141,                0.42029,                      0,                    inf,                      0,               0.001783,               0.001783,               0.001783
                    251,                 1.1109,                0.94679,                  1.172,                0.72715,                0.53888,                 0.6207,                0.42117,                      0,                    inf,                      0,                0.00175,                0.00175,                0.00175
                    252,                 1.1115,                0.94389,                  1.172,                0.72651,                0.53883,                0.62125,                0.42113,                      0,                    inf,                      0,               0.001717,               0.001717,               0.001717
                    253,                 1.1062,                0.94106,                 1.1705,                0.73682,                0.53563,                0.62165,                0.42143,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                    254,                 1.1077,                 0.9401,                 1.1689,                0.72559,                0.53946,                0.62254,                0.42137,                      0,                    inf,                      0,               0.001651,               0.001651,               0.001651
                    255,                 1.1067,                0.93877,                 1.1689,                0.73004,                 0.5365,                0.62267,                0.42124,                      0,                    inf,                      0,               0.001618,               0.001618,               0.001618
                    256,                  1.105,                0.93849,                   1.17,                0.73258,                0.53765,                0.62298,                 0.4219,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                    257,                 1.1049,                0.93666,                 1.1686,                0.73019,                0.54072,                0.62398,                0.42214,                      0,                    inf,                      0,               0.001552,               0.001552,               0.001552
                    258,                 1.1014,                0.93281,                  1.166,                 0.7246,                0.54291,                0.62369,                0.42211,                      0,                    inf,                      0,               0.001519,               0.001519,               0.001519
                    259,                 1.1022,                0.93483,                 1.1665,                0.72778,                 0.5421,                0.62454,                0.42275,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                    260,                 1.1015,                0.93188,                 1.1661,                  0.729,                0.54267,                0.62438,                0.42285,                      0,                    inf,                      0,               0.001453,               0.001453,               0.001453
                    261,                 1.0996,                0.93051,                 1.1658,                0.74161,                0.53551,                0.62481,                0.42266,                      0,                    inf,                      0,                0.00142,                0.00142,                0.00142
                    262,                 1.1021,                0.93302,                 1.1659,                0.73009,                0.53943,                0.62383,                0.42244,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                    263,                 1.0985,                0.92592,                 1.1634,                0.73287,                0.53731,                 0.6235,                0.42294,                      0,                    inf,                      0,               0.001354,               0.001354,               0.001354
                    264,                 1.0966,                0.92519,                 1.1635,                0.73478,                0.53588,                0.62398,                0.42306,                      0,                    inf,                      0,               0.001321,               0.001321,               0.001321
                    265,                 1.0963,                0.92339,                 1.1632,                0.73144,                0.53882,                0.62283,                0.42329,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                    266,                  1.097,                0.92341,                 1.1616,                0.73152,                0.54051,                0.62143,                0.42314,                      0,                    inf,                      0,               0.001255,               0.001255,               0.001255
                    267,                 1.0968,                 0.9216,                 1.1609,                0.73085,                0.54302,                0.62245,                0.42381,                      0,                    inf,                      0,               0.001222,               0.001222,               0.001222
                    268,                 1.0942,                0.92142,                 1.1609,                0.73202,                0.54179,                0.62203,                0.42369,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                    269,                  1.092,                0.91851,                 1.1603,                0.72535,                0.54654,                 0.6224,                0.42376,                      0,                    inf,                      0,               0.001156,               0.001156,               0.001156
                    270,                  1.089,                  0.917,                 1.1583,                0.72864,                0.54331,                0.62191,                0.42353,                      0,                    inf,                      0,               0.001123,               0.001123,               0.001123
                    271,                 1.0885,                0.91204,                 1.1566,                0.72928,                0.54506,                0.62178,                0.42309,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                    272,                 1.0872,                0.91093,                 1.1568,                0.72088,                0.55007,                0.62257,                0.42375,                      0,                    inf,                      0,               0.001057,               0.001057,               0.001057
                    273,                 1.0884,                0.90976,                 1.1552,                0.72037,                0.54895,                0.62222,                0.42386,                      0,                    inf,                      0,               0.001024,               0.001024,               0.001024
                    274,                 1.0859,                0.90967,                 1.1562,                0.71468,                0.54925,                0.62177,                0.42406,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                    275,                 1.0843,                0.90697,                 1.1555,                0.70617,                0.55383,                0.62216,                0.42402,                      0,                    inf,                      0,               0.000958,               0.000958,               0.000958
                    276,                 1.0838,                0.90441,                 1.1548,                0.70829,                0.55651,                0.62302,                0.42407,                      0,                    inf,                      0,               0.000925,               0.000925,               0.000925
                    277,                 1.0837,                0.90558,                 1.1563,                0.70676,                0.55422,                0.62329,                0.42417,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                    278,                 1.0823,                0.90155,                 1.1531,                0.70346,                0.55733,                0.62346,                0.42438,                      0,                    inf,                      0,               0.000859,               0.000859,               0.000859
                    279,                 1.0783,                0.89867,                 1.1519,                0.69815,                0.55941,                0.62383,                0.42428,                      0,                    inf,                      0,               0.000826,               0.000826,               0.000826
                    280,                 1.0774,                0.89678,                 1.1515,                0.70508,                0.56058,                0.62396,                0.42451,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                    281,                 1.0782,                0.89622,                 1.1508,                0.70721,                0.56207,                 0.6242,                0.42466,                      0,                    inf,                      0,                0.00076,                0.00076,                0.00076
                    282,                 1.0763,                0.89367,                 1.1493,                0.70457,                0.55955,                0.62342,                0.42475,                      0,                    inf,                      0,               0.000727,               0.000727,               0.000727
                    283,                 1.0755,                0.89262,                 1.1495,                0.70369,                0.55929,                0.62338,                0.42477,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                    284,                 1.0735,                0.89015,                  1.148,                0.70134,                0.55989,                0.62454,                0.42443,                      0,                    inf,                      0,               0.000661,               0.000661,               0.000661
                    285,                 1.0726,                0.88875,                  1.146,                0.70035,                0.56168,                0.62499,                 0.4243,                      0,                    inf,                      0,               0.000628,               0.000628,               0.000628
                    286,                 1.0728,                0.88872,                 1.1473,                0.69752,                0.56336,                0.62482,                0.42448,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                    287,                 1.0685,                0.88554,                 1.1453,                0.69053,                 0.5646,                0.62461,                0.42537,                      0,                    inf,                      0,               0.000562,               0.000562,               0.000562
                    288,                  1.067,                0.88097,                 1.1442,                0.69394,                0.56477,                0.62498,                0.42515,                      0,                    inf,                      0,               0.000529,               0.000529,               0.000529
                    289,                 1.0677,                0.88066,                  1.144,                0.69916,                0.56197,                0.62422,                0.42469,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                    290,                 1.0504,                0.81732,                 1.1189,                0.70382,                0.56236,                 0.6255,                0.42479,                      0,                    inf,                      0,               0.000463,               0.000463,               0.000463
                    291,                 1.0421,                0.80618,                 1.1133,                0.70265,                0.55978,                 0.6256,                0.42431,                      0,                    inf,                      0,                0.00043,                0.00043,                0.00043
                    292,                 1.0397,                0.80092,                 1.1112,                 0.6999,                0.56255,                0.62517,                 0.4247,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                    293,                 1.0368,                0.79735,                 1.1121,                 0.6982,                0.56264,                0.62528,                  0.424,                      0,                    inf,                      0,               0.000364,               0.000364,               0.000364
                    294,                 1.0329,                0.79365,                  1.109,                0.69665,                0.56355,                0.62454,                0.42388,                      0,                    inf,                      0,               0.000331,               0.000331,               0.000331
                    295,                 1.0314,                0.79035,                 1.1084,                0.69875,                0.56255,                0.62485,                0.42347,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
                    296,                 1.0303,                0.78639,                 1.1064,                0.70097,                0.56018,                0.62428,                0.42396,                      0,                    inf,                      0,               0.000265,               0.000265,               0.000265
                    297,                 1.0267,                0.78153,                  1.105,                0.70515,                0.55691,                0.62416,                0.42397,                      0,                    inf,                      0,               0.000232,               0.000232,               0.000232
                    298,                  1.025,                0.78081,                 1.1031,                 0.7146,                0.55332,                0.62376,                0.42304,                      0,                    inf,                      0,               0.000199,               0.000199,               0.000199
                    299,                  1.022,                0.77622,                 1.1013,                0.71879,                0.55081,                0.62374,                0.42282,                      0,                    inf,                      0,               0.000166,               0.000166,               0.000166
